Chunk ID,Average RTT across clients
1,0.0056563615798950195
2,0.0019522309303283691
3,0.0035909414291381836
4,0.022763729095458984
5,0.03606647253036499
6,0.008070766925811768
7,0.0031215548515319824
8,0.0046356916427612305
9,0.0043405890464782715
10,0.09726238250732422
11,0.02673947811126709
12,0.0033429861068725586
13,0.0015151500701904297
14,0.0033401846885681152
15,0.021306335926055908
16,0.005980730056762695
17,0.0035697221755981445
18,0.0034607648849487305
19,0.046468913555145264
20,0.02163088321685791
21,0.0030333995819091797
22,0.0019869208335876465
23,0.012737095355987549
24,0.04651123285293579
25,0.09009444713592529
26,0.015860557556152344
27,0.007543206214904785
28,0.003331124782562256
29,0.0021719932556152344
30,0.11318182945251465
31,0.02924203872680664
32,0.00443655252456665
33,0.003512144088745117
34,0.03937685489654541
35,0.010013341903686523
36,0.0038872361183166504
37,0.002000272274017334
38,0.0035430192947387695
39,0.00199735164642334
40,0.0212593674659729
41,0.006381034851074219
42,0.009001076221466064
43,0.00974738597869873
44,0.04519897699356079
45,0.054565489292144775
46,0.01760619878768921
47,0.002630949020385742
48,0.00550079345703125
49,0.00935739278793335
50,0.10534656047821045
51,0.02945631742477417
52,0.002750098705291748
53,0.0032507777214050293
54,0.012458384037017822
55,0.028372883796691895
56,0.010884523391723633
57,0.0014995932579040527
58,0.00399935245513916
59,0.0010014772415161133
60,0.06865298748016357
61,0.01765650510787964
62,0.004992008209228516
63,0.0017508268356323242
64,0.043316662311553955
65,0.04744362831115723
66,0.003249943256378174
67,0.0017516016960144043
68,0.0027499794960021973
69,0.05585199594497681
70,0.014525175094604492
71,0.003493666648864746
72,0.0024968981742858887
73,0.0012497305870056152
74,0.0027530789375305176
75,0.05251389741897583
76,0.01374739408493042
77,0.0029937028884887695
78,0.00199812650680542
79,0.022782862186431885
80,0.011442005634307861
81,0.002501368522644043
82,0.0032506585121154785
83,0.0027462244033813477
84,0.04295194149017334
85,0.06266546249389648
86,0.002491474151611328
87,0.001498103141784668
88,0.00325697660446167
89,0.02625131607055664
90,0.03849661350250244
91,0.008497476577758789
92,0.0032489895820617676
93,0.00324934720993042
94,0.0015011429786682129
95,0.03946197032928467
96,0.009988784790039062
97,0.0033780932426452637
98,0.0014147758483886719
99,0.022209584712982178
100,0.029752731323242188
101,0.0027540922164916992
102,0.0015003085136413574
103,0.004499673843383789
104,0.0015007257461547852
105,0.03716933727264404
106,0.009540677070617676
107,0.003742992877960205
108,0.0009977221488952637
109,0.027501344680786133
110,0.007253050804138184
111,0.0019956231117248535
112,0.003503561019897461
113,0.003497600555419922
114,0.001248180866241455
115,0.11413991451263428
116,0.050563931465148926
